Local Time,CO,NO,NOX,PM10,PM25,RELATIVEHUMIDITY,SO2,TEMPERATURE,WIND_DIRECTION,WIND_SPEED,NO2,O3,NH3
2025-04-18 11:00:00+05:30,1.67,17.5,0.0275,162.0,71.5,34.0,9.05,31.0,288.0,2.15,,,
2025-04-18 12:00:00+05:30,2.36,17.8,0.0307,164.0,57.6,30.3,9.41,32.3,281.0,2.14,,,
2025-04-18 13:00:00+05:30,2.49,19.1,0.0368,167.0,75.0,26.2,9.94,34.1,263.0,1.34,,,
2025-04-18 14:00:00+05:30,0.562,19.4,0.0375,169.0,56.7,23.6,9.69,35.0,268.0,1.46,,,
2025-04-18 15:00:00+05:30,0.211,20.3,0.0411,171.0,60.5,20.9,10.0,35.7,285.0,1.49,,,
2025-04-18 16:00:00+05:30,0.0394,16.0,0.0186,168.0,52.0,18.9,9.02,36.3,228.0,0.865,,,
2025-04-18 17:00:00+05:30,0.669,16.9,0.0254,163.0,65.4,20.0,9.28,35.8,249.0,1.18,,,
2025-04-18 18:00:00+05:30,0.458,17.1,0.0257,162.0,70.4,22.6,9.26,34.6,236.0,0.83,,,
2025-04-18 19:00:00+05:30,2.28,17.8,0.0286,168.0,83.6,26.5,10.3,33.4,234.0,0.953,,,
2025-04-18 20:00:00+05:30,0.0471,18.5,0.033,180.0,107.0,30.6,9.72,32.6,177.0,1.42,,,
2025-04-18 21:00:00+05:30,0.0502,19.5,0.0381,199.0,109.0,54.1,9.79,27.6,149.0,1.36,,,
2025-04-18 22:00:00+05:30,0.0431,19.2,0.0349,231.0,119.0,74.2,9.01,23.7,137.0,3.61,,,
2025-04-18 23:00:00+05:30,0.0547,18.9,0.0303,221.0,73.5,65.3,9.26,24.3,169.0,1.18,,,
2025-04-19 00:00:00+05:30,0.0575,18.8,0.0288,31.3,56.5,58.4,9.2,24.7,214.0,0.77,,,
2025-04-19 01:00:00+05:30,0.0431,19.7,0.0312,50.5,42.8,44.4,11.4,26.2,282.0,2.5,,,
2025-04-19 02:00:00+05:30,0.0414,18.0,0.0257,53.0,39.4,44.2,11.1,26.0,278.0,1.47,,,
2025-04-19 03:00:00+05:30,0.0482,18.2,0.0287,52.3,36.3,43.2,10.9,26.3,286.0,1.75,,,
2025-04-19 04:00:00+05:30,0.0414,18.4,0.0314,61.6,32.9,47.3,11.1,26.1,296.0,2.03,,,
2025-04-19 05:00:00+05:30,0.0484,18.7,0.0313,29.9,31.3,50.3,11.7,25.8,285.0,2.11,,,
2025-04-19 06:00:00+05:30,0.8127500000000001,20.05,0.03765,31.15,34.3,54.05,11.25,25.65,261.0,1.215,,,
2025-04-19 07:00:00+05:30,0.0495,18.8,0.0323,66.5,39.8,57.1,12.0,25.7,278.0,2.04,,,
2025-04-19 08:00:00+05:30,0.0479,17.7,0.0246,101.0,47.1,55.5,11.9,26.8,291.0,2.98,,,
2025-04-19 09:00:00+05:30,0.0425,17.7,0.0275,106.0,61.7,53.3,11.5,27.9,288.0,3.5,,,
2025-04-19 10:00:00+05:30,0.0479,18.0,0.0296,144.0,76.4,49.6,11.2,29.1,286.0,3.39,,,
2025-04-19 11:00:00+05:30,0.0486,17.9,0.028,149.0,60.3,45.5,10.7,30.3,280.0,3.3,,,
2025-04-19 12:00:00+05:30,0.0782,17.4,0.0231,179.0,46.6,41.7,10.7,31.7,269.0,2.52,,,
2025-04-19 13:00:00+05:30,0.055,18.9,0.0361,181.0,41.8,42.9,10.9,32.4,228.0,1.43,,,
2025-04-19 14:00:00+05:30,0.0441,20.5,0.0422,169.0,50.9,37.2,11.6,33.4,243.0,1.8,,,
2025-04-19 15:00:00+05:30,0.0386,19.4,0.0341,181.0,44.7,33.6,12.1,33.7,255.0,1.94,,,
2025-04-19 16:00:00+05:30,0.0484,21.9,0.0476,184.0,53.5,35.8,13.7,33.4,223.0,1.45,,,
2025-04-19 17:00:00+05:30,0.0556,22.1,0.0449,155.0,41.2,40.0,15.1,31.8,236.0,1.46,,,
2025-04-19 18:00:00+05:30,0.069,21.6,0.0418,132.0,40.3,41.1,16.2,31.0,244.0,1.57,,,
2025-04-19 19:00:00+05:30,0.033,15.0,0.0185,110.0,44.0,41.7,15.5,30.1,246.0,1.5,,,
2025-04-19 20:00:00+05:30,0.0379,10.1,0.0048,114.0,70.4,42.7,14.0,29.6,254.0,1.92,,,
2025-04-19 21:00:00+05:30,0.0388,17.7,0.0263,102.0,74.6,44.0,11.1,29.1,262.0,2.1,,,
2025-04-19 22:00:00+05:30,0.0419,19.5,0.0362,109.0,75.5,42.6,9.88,28.9,266.0,2.02,,,
2025-04-19 23:00:00+05:30,0.0405,18.6,0.0306,105.0,71.9,43.7,11.1,28.4,266.0,1.95,,,
2025-04-20 00:00:00+05:30,0.044,17.2,0.0236,115.0,66.1,44.6,9.54,28.3,272.0,2.27,,,
2025-04-20 01:00:00+05:30,0.0412,18.7,0.0328,123.0,90.6,50.5,8.79,27.3,273.0,1.85,,,
2025-04-20 02:00:00+05:30,0.0497,18.1,0.0316,122.0,106.0,53.2,8.89,26.9,274.0,2.01,,,
2025-04-20 03:00:00+05:30,0.0389,18.1,0.0297,120.0,79.4,56.3,8.58,26.4,276.0,2.23,,,
2025-04-20 04:00:00+05:30,0.0414,18.5,0.0327,105.0,77.7,57.6,7.97,26.2,274.0,2.37,,,
2025-04-20 05:00:00+05:30,1.58,19.1,0.0334,95.7,67.0,56.9,7.67,26.1,277.0,2.56,,,
2025-04-20 06:00:00+05:30,0.21,18.1,0.0316,87.0,52.3,56.8,7.97,26.0,277.0,2.26,,,
2025-04-20 07:00:00+05:30,0.427,17.7,0.0284,78.7,47.1,56.0,8.21,26.3,273.0,2.38,,,
2025-04-20 08:00:00+05:30,4.23,18.3,0.0323,84.4,55.1,53.9,8.28,27.1,276.0,2.53,,,
2025-04-20 09:00:00+05:30,0.306,18.3,0.0318,96.0,45.2,50.7,7.55,28.2,279.0,2.59,,,
2025-04-20 10:00:00+05:30,2.56,18.4,0.0326,109.0,49.5,43.9,8.41,29.9,281.0,2.64,,,
2025-04-20 11:00:00+05:30,0.0313,17.4,0.0271,112.0,46.0,38.5,8.56,31.6,279.0,1.94,,,
2025-04-20 12:00:00+05:30,3.66,15.3,0.0171,127.0,55.8,32.4,9.06,33.5,241.0,1.27,,,
2025-04-20 13:00:00+05:30,0.146,15.8,0.0203,144.0,52.8,27.2,8.66,34.5,254.0,1.53,,,
2025-04-20 14:00:00+05:30,0.0219,16.3,0.024,159.0,61.0,26.2,8.22,34.9,257.0,1.87,,,
2025-04-20 15:00:00+05:30,0.0361,16.9,0.0278,161.0,57.6,23.5,7.17,35.3,263.0,1.56,,,
2025-04-20 16:00:00+05:30,0.0243,17.4,0.0306,161.0,55.0,23.4,7.23,35.2,257.0,1.34,,,
2025-04-20 17:00:00+05:30,0.0325,18.1,0.0348,159.0,79.9,27.1,7.76,34.5,235.0,1.32,,,
2025-04-20 18:00:00+05:30,0.0218,17.6,0.0299,151.0,87.2,30.6,8.43,33.4,239.0,1.32,,,
2025-04-20 19:00:00+05:30,0.0473,17.4,0.0308,149.0,55.5,33.1,10.8,32.6,250.0,1.2,,,
2025-04-20 20:00:00+05:30,0.0492,18.1,0.0337,149.0,30.2,35.1,10.5,31.8,256.0,1.41,,,
2025-04-20 21:00:00+05:30,0.0455,17.7,0.0316,143.0,34.8,37.3,10.6,31.2,249.0,1.14,,,
2025-04-20 22:00:00+05:30,0.0493,17.4,0.0281,150.0,53.3,39.3,10.3,30.6,224.0,0.728,,,
2025-04-20 23:00:00+05:30,0.0438,17.0,0.0275,152.0,59.3,43.5,9.28,29.9,188.0,0.583,,,
2025-04-21 00:00:00+05:30,0.0459,17.1,0.0276,159.0,85.8,44.5,10.1,29.6,274.0,0.2,,,
2025-04-21 01:00:00+05:30,0.672,17.8,0.0312,162.0,88.0,45.4,10.6,29.1,257.0,0.95,,,
2025-04-21 02:00:00+05:30,0.0386,17.0,0.0255,161.0,82.0,46.0,12.4,28.9,257.0,0.868,,,
2025-04-21 03:00:00+05:30,0.043,17.9,0.0317,160.0,63.8,48.3,11.2,28.4,269.0,0.93,,,
2025-04-21 04:00:00+05:30,0.0627,18.1,0.0329,160.0,72.8,49.6,10.1,28.1,265.0,0.878,,,
2025-04-21 05:00:00+05:30,0.0461,18.1,0.0302,151.0,76.9,52.6,10.7,27.5,276.0,0.855,,,
2025-04-21 06:00:00+05:30,1.67,17.2,0.0257,148.0,82.6,57.1,11.6,26.8,301.0,0.593,,,
2025-04-21 07:00:00+05:30,0.507,18.1,0.0306,160.0,93.4,55.1,11.8,27.5,292.0,1.03,,,
2025-04-21 08:00:00+05:30,1.1,18.5,0.0311,162.0,119.0,49.3,11.3,28.9,283.0,1.96,,,
2025-04-21 09:00:00+05:30,1.21,17.2,0.0273,169.0,78.7,43.0,11.3,30.3,293.0,1.73,,,
2025-04-21 10:00:00+05:30,0.942,17.4,0.027,186.0,54.2,36.1,9.61,31.6,318.0,1.49,,,
2025-04-21 11:00:00+05:30,0.751,16.9,0.0266,189.0,31.3,28.7,9.96,32.8,316.0,2.07,,,
2025-04-21 12:00:00+05:30,0.548,16.8,0.0269,188.0,0.0,12.7,9.17,34.5,333.0,1.66,,,
2025-04-21 13:00:00+05:30,0.00818,11.4,0.0185,0.0,0.0,4.64,0.18,36.6,209.0,1.13,,,
2025-04-21 14:00:00+05:30,0.065,13.6,0.0199,113.0,0.0,3.8,0.305,37.2,216.0,0.935,,,
2025-04-21 15:00:00+05:30,0.0202,15.7,0.0232,225.0,0.5,3.77,0.25,37.3,12.2,0.947,,,
2025-04-21 16:00:00+05:30,0.202,17.2,0.0314,207.0,0.233,2.68,0.333,37.2,113.0,1.33,,,
2025-04-21 17:00:00+05:30,2.19,74.0,0.0265,191.0,0.0,2.17,0.333,36.7,222.0,1.67,,,
2025-04-21 18:00:00+05:30,0.0,17.2,0.0239,185.0,0.0,2.25,0.298,35.8,22.1,1.2,,,
2025-04-21 19:00:00+05:30,3.09,22.9,0.0533,178.0,0.0,2.62,0.33,34.1,55.4,0.897,,,
2025-04-21 20:00:00+05:30,0.0497,20.6,0.0389,167.0,0.0,5.83,0.523,31.7,105.0,0.773,,,
2025-04-21 21:00:00+05:30,0.029,19.7,0.0311,163.0,0.0,6.61,0.49,31.0,124.0,1.0,,,
2025-04-21 22:00:00+05:30,0.0231,6.13,0.00885,54.9,0.0,1.61,0.19,10.5,8.59,0.31,,,
2025-04-21 23:00:00+05:30,0.706,18.0,0.0305,187.0,111.0,12.5,8.76,27.5,187.0,0.365,,,
2025-04-22 00:00:00+05:30,0.84,18.0,0.0286,189.0,114.0,19.2,8.28,25.9,143.0,0.38,,,
2025-04-22 01:00:00+05:30,0.738,18.7,0.0328,189.0,113.0,21.5,7.81,24.3,44.7,0.27,,,
2025-04-22 02:00:00+05:30,0.656,17.5,0.0241,194.0,116.0,20.4,7.98,24.5,255.0,0.52,,,
2025-04-22 03:00:00+05:30,0.538,,0.0305,187.0,112.0,8.33,7.92,27.5,55.9,0.885,,,
2025-04-22 04:00:00+05:30,0.522,18.3,0.0332,183.0,110.0,9.78,9.24,26.9,59.2,0.73,,,
2025-04-22 05:00:00+05:30,0.764,,0.0274,184.0,111.0,13.7,9.52,25.3,171.0,0.78,,,
2025-04-22 06:00:00+05:30,0.57,16.9,0.0247,183.0,110.0,15.4,11.3,25.0,222.0,0.79,,,
2025-04-22 07:00:00+05:30,0.84,22.4,0.042,196.0,118.0,15.2,11.9,26.0,329.0,1.35,,,
2025-04-22 08:00:00+05:30,0.847,19.8,0.0307,199.0,119.0,13.2,10.4,27.8,333.0,1.42,,,
2025-04-22 09:00:00+05:30,0.946,17.6,0.0253,206.0,124.0,13.7,8.46,30.4,248.0,0.99,,,
2025-04-22 10:00:00+05:30,0.895,16.8,0.0303,217.0,130.0,14.4,7.45,32.2,23.7,1.0,,,
2025-04-22 11:00:00+05:30,0.883,18.1,0.0323,228.0,137.0,13.4,7.22,33.9,182.0,1.21,,,
2025-04-22 12:00:00+05:30,0.686,16.2,0.0233,222.0,133.0,6.27,6.75,35.5,55.9,0.93,,,
2025-04-22 13:00:00+05:30,0.829,18.0,0.0299,199.0,120.0,3.01,5.72,36.2,28.2,1.01,,,
2025-04-22 14:00:00+05:30,0.846,17.7,0.03,180.0,101.0,1.77,5.38,36.5,74.4,1.24,,,
2025-04-22 15:00:00+05:30,0.911,17.6,0.0276,163.0,78.2,1.85,5.17,36.6,72.6,1.28,,,
2025-04-22 16:00:00+05:30,0.876,16.3,0.0251,148.0,71.6,1.16,4.83,36.8,62.7,1.19,,,
2025-04-22 17:00:00+05:30,0.806,17.5,0.0291,143.0,69.2,1.21,5.42,36.3,57.8,1.33,,,
2025-04-22 18:00:00+05:30,0.756,17.5,0.0287,143.0,69.3,1.75,5.62,35.0,83.8,1.25,,,
2025-04-22 19:00:00+05:30,0.829,17.8,0.0337,149.0,72.1,2.67,7.5,33.2,81.1,0.943,,,
2025-04-22 20:00:00+05:30,0.776,17.9,0.0301,150.0,72.6,3.19,6.86,32.3,67.2,0.913,,,
2025-04-22 21:00:00+05:30,0.794,17.6,0.0254,159.0,76.6,4.58,7.23,31.2,44.3,0.91,,,
2025-04-22 22:00:00+05:30,0.967,17.6,0.0281,166.0,79.6,4.69,8.25,30.8,34.6,0.975,,,
2025-04-22 23:00:00+05:30,0.822,18.2,0.0284,164.0,78.8,4.58,7.46,30.5,37.0,0.82,,,
2025-04-23 00:00:00+05:30,0.801,17.6,0.0298,162.0,77.8,4.84,5.83,30.0,72.5,0.91,,,
2025-04-23 01:00:00+05:30,0.863,17.7,0.0311,176.0,84.3,6.83,6.21,29.1,104.0,1.4,,,
2025-04-23 02:00:00+05:30,0.827,17.8,0.029,178.0,84.9,7.84,5.93,28.7,116.0,1.47,,,
2025-04-23 03:00:00+05:30,0.786,17.7,0.0282,175.0,83.8,9.05,5.88,28.1,108.0,1.24,,,
2025-04-23 04:00:00+05:30,0.848,18.3,0.0296,173.0,83.0,10.0,5.94,27.4,112.0,1.47,,,
2025-04-23 05:00:00+05:30,0.895,,0.0317,181.0,86.5,12.0,6.09,26.6,88.6,0.98,,,
2025-04-23 06:00:00+05:30,0.686,18.3,0.0321,191.0,91.0,14.2,6.63,25.7,252.0,0.883,,,
2025-04-23 07:00:00+05:30,0.845,20.3,0.0357,183.0,87.3,15.0,8.9,26.5,23.9,0.973,,,
2025-04-23 08:00:00+05:30,0.894,19.6,0.0346,205.0,97.1,11.8,12.1,28.2,125.0,0.95,,,
2025-04-23 09:00:00+05:30,0.81,19.0,0.031,215.0,102.0,9.39,8.71,30.2,39.8,1.18,,,
2025-04-23 10:00:00+05:30,0.825,18.7,0.0301,214.0,101.0,7.94,10.1,31.5,17.0,1.2,,,
2025-04-23 11:00:00+05:30,0.877,21.1,0.0433,210.0,99.6,6.16,10.4,33.9,33.0,0.958,,,
2025-04-23 12:00:00+05:30,0.818,21.7,0.0469,203.0,96.3,4.31,8.41,35.0,55.2,1.34,,,
2025-04-23 13:00:00+05:30,0.549,11.5,0.00914,126.0,60.1,2.29,4.42,23.8,52.6,0.863,,,
2025-04-23 14:00:00+05:30,0.861,21.0,0.0408,177.0,84.6,3.38,6.39,36.0,83.3,1.51,,,
2025-04-23 15:00:00+05:30,0.955,23.1,0.0527,161.0,77.5,2.87,6.42,36.4,71.5,1.23,,,
2025-04-23 16:00:00+05:30,0.864,21.6,0.0414,150.0,72.4,2.93,6.41,36.5,59.4,1.16,,,
2025-04-23 17:00:00+05:30,0.897,12.7,0.0052,142.0,69.1,2.72,5.81,36.2,59.7,1.17,,,
2025-04-23 18:00:00+05:30,0.736,18.8,0.033,135.0,65.8,3.31,5.36,35.0,68.7,1.01,,,
2025-04-23 19:00:00+05:30,1.03,18.3,0.0298,133.0,64.9,4.46,7.18,33.5,44.4,0.903,,,
2025-04-23 20:00:00+05:30,1.05,21.7,0.0467,133.0,64.9,6.75,10.1,31.7,183.0,0.9,,,
2025-04-23 21:00:00+05:30,0.977,10.0,0.0341,137.0,66.7,7.19,8.4,31.2,17.2,1.01,,,
2025-04-23 22:00:00+05:30,0.994,18.5,0.0284,174.0,87.9,8.48,9.58,30.1,133.0,0.78,,,
2025-04-23 23:00:00+05:30,0.977,16.5,0.0134,195.0,92.9,10.3,8.2,28.8,134.0,0.73,,,
2025-04-24 00:00:00+05:30,0.932,,0.0177,201.0,95.5,12.0,8.04,28.6,132.0,0.75,,,
2025-04-24 01:00:00+05:30,0.858,18.4,0.0333,208.0,98.6,12.5,8.86,27.1,11.9,0.62,,,
2025-04-24 02:00:00+05:30,0.993,19.2,0.0354,201.0,96.5,15.3,8.51,25.9,308.0,0.603,,,
2025-04-24 03:00:00+05:30,0.918,18.9,0.0327,195.0,93.4,15.4,9.1,25.8,295.0,0.63,,,
2025-04-24 04:00:00+05:30,0.767,21.7,0.0305,,93.2,16.1,10.2,25.6,305.0,0.71,,,
2025-04-24 05:00:00+05:30,0.885,24.2,0.0372,203.0,96.2,18.9,11.5,24.5,300.0,0.925,,,
2025-04-24 06:00:00+05:30,0.728,20.4,0.0283,205.0,97.5,17.0,11.1,24.4,326.0,0.577,,,
2025-04-24 07:00:00+05:30,0.894,22.6,0.0355,192.0,94.6,18.2,9.38,24.8,135.0,0.64,,,
2025-04-24 08:00:00+05:30,0.919,21.6,0.0356,188.0,89.7,9.04,8.34,29.2,47.9,0.945,,,
2025-04-24 09:00:00+05:30,0.862,19.4,0.03,180.0,86.1,5.97,6.78,30.5,42.6,1.19,,,
2025-04-24 10:00:00+05:30,0.865,21.2,0.0407,172.0,82.3,5.11,6.04,32.4,41.7,0.925,,,
2025-04-24 11:00:00+05:30,1.04,17.2,0.0244,169.0,81.1,4.47,6.92,34.4,8.14,0.845,,,
2025-04-24 12:00:00+05:30,0.77,16.5,0.0221,169.0,81.1,3.81,6.59,35.8,150.0,0.773,,,
2025-04-24 13:00:00+05:30,0.953,16.8,0.0248,153.0,73.9,1.78,5.52,36.8,89.8,0.73,,,
2025-04-24 14:00:00+05:30,0.843,17.5,0.027,138.0,67.3,2.33,5.35,36.9,102.0,1.09,,,
2025-04-24 15:00:00+05:30,0.898,18.4,0.0343,128.0,62.4,2.02,5.62,37.0,49.0,0.91,,,
2025-04-24 16:00:00+05:30,0.961,18.2,0.0316,125.0,61.3,1.38,4.55,37.4,28.5,1.05,,,
2025-04-24 18:00:00+05:30,0.638,14.0,0.0257,81.0,40.2,1.56,3.66,27.1,50.2,0.755,,,
2025-04-24 19:00:00+05:30,0.896,18.7,0.0346,108.0,53.4,5.48,5.54,33.7,95.4,0.825,,,
2025-04-24 22:00:00+05:30,1.04,35.9,0.0411,163.0,78.3,26.4,11.2,26.2,87.8,0.37,,,
2025-04-24 23:00:00+05:30,0.986,41.3,0.0404,187.0,89.2,28.2,15.1,26.2,143.0,0.425,,,
2025-04-25 00:00:00+05:30,1.04,45.7,0.0297,204.0,96.7,27.2,16.7,26.7,39.0,0.3,,,
2025-04-25 01:00:00+05:30,1.04,40.7,0.0308,272.0,127.0,31.5,16.2,24.8,192.0,0.575,,,
2025-04-25 02:00:00+05:30,0.931,43.9,0.0369,290.0,135.0,32.5,16.9,24.7,281.0,0.46,,,
2025-04-25 03:00:00+05:30,1.05,49.3,0.0381,302.0,141.0,35.2,18.2,24.5,121.0,0.338,,,
2025-04-25 04:00:00+05:30,0.996,55.0,0.0416,296.0,138.0,30.7,19.1,25.9,151.0,0.693,,,
2025-04-25 05:00:00+05:30,1.21,52.3,0.0361,269.0,126.0,35.0,18.1,24.4,165.0,0.348,,,
2025-04-25 06:00:00+05:30,0.971,52.4,0.043,245.0,115.0,38.1,17.9,23.3,311.0,0.455,,,
2025-04-25 07:00:00+05:30,0.723,35.1,0.0258,222.0,105.0,19.5,15.9,26.8,334.0,1.5,,,
2025-04-25 08:00:00+05:30,0.754,16.9,0.00811,213.0,101.0,12.6,11.7,29.1,339.0,1.26,,,
2025-04-25 09:00:00+05:30,0.782,18.4,0.0277,219.0,104.0,10.0,10.8,31.3,66.0,1.01,,,
2025-04-25 10:00:00+05:30,0.775,15.7,0.0213,242.0,114.0,8.78,12.8,33.0,80.3,1.21,,,
2025-04-25 11:00:00+05:30,0.797,16.5,0.0256,256.0,120.0,7.11,11.4,34.9,50.9,0.833,,,
2025-04-25 12:00:00+05:30,0.793,17.1,0.0289,249.0,119.0,5.5,10.3,36.0,60.2,0.945,,,
2025-04-25 13:00:00+05:30,0.823,16.7,0.0275,233.0,110.0,3.21,8.38,37.1,87.2,1.22,,,
2025-04-25 14:00:00+05:30,0.841,18.1,0.0344,201.0,95.3,1.14,7.19,38.1,93.8,1.04,,,
2025-04-25 15:00:00+05:30,0.815,18.6,0.0365,167.0,80.1,0.838,6.91,38.0,117.0,1.28,,,
2025-04-25 16:00:00+05:30,0.833,19.8,0.0424,133.0,65.1,1.38,6.72,37.3,126.0,1.59,,,
2025-04-25 17:00:00+05:30,0.808,20.5,0.0421,114.0,56.4,2.28,7.53,36.7,133.0,1.42,,,
2025-04-25 18:00:00+05:30,0.685,19.2,0.0364,115.0,56.8,5.85,9.39,34.9,130.0,0.898,,,
2025-04-25 19:00:00+05:30,0.796,18.8,0.0317,130.0,63.3,15.4,10.4,31.1,101.0,0.59,,,
2025-04-25 20:00:00+05:30,0.825,18.5,0.0299,153.0,73.7,15.7,11.2,29.5,204.0,0.703,,,
2025-04-25 21:00:00+05:30,0.816,17.7,0.0269,167.0,79.9,17.6,10.5,28.0,114.0,0.478,,,
2025-04-25 22:00:00+05:30,0.83,17.7,0.029,162.0,77.7,21.3,11.0,26.9,133.0,0.74,,,
2025-04-25 23:00:00+05:30,0.824,18.0,0.0293,165.0,79.3,24.7,13.2,26.0,93.8,0.62,,,
2025-04-26 00:00:00+05:30,0.823,18.2,0.0304,171.0,81.9,26.6,12.2,25.2,332.0,0.81,,,
2025-04-26 01:00:00+05:30,0.965,18.8,0.0331,174.0,83.4,29.8,11.7,24.4,27.3,0.735,,,
2025-04-26 02:00:00+05:30,0.965,17.4,0.0259,190.0,90.4,29.2,14.1,24.3,43.2,0.668,,,
2025-04-26 03:00:00+05:30,1.02,19.9,0.0291,215.0,102.0,33.1,17.3,23.9,175.0,0.675,,,
2025-04-26 04:00:00+05:30,1.05,25.7,0.0297,221.0,104.0,35.8,16.8,23.5,113.0,0.553,,,
2025-04-26 05:00:00+05:30,0.999,36.2,0.0322,215.0,102.0,37.9,16.8,23.5,205.0,0.463,,,
2025-04-26 06:00:00+05:30,0.871,43.3,0.0322,208.0,98.6,38.1,16.9,23.7,215.0,0.56,,,
2025-04-26 07:00:00+05:30,0.822,44.3,0.0342,200.0,95.1,37.4,17.1,24.7,274.0,0.538,,,
2025-04-26 08:00:00+05:30,0.816,34.6,0.0392,203.0,96.3,21.7,16.6,29.5,110.0,0.85,,,
2025-04-26 09:00:00+05:30,0.796,19.0,0.0265,210.0,99.5,12.5,15.6,32.3,44.6,0.965,,,
2025-04-26 10:00:00+05:30,0.824,17.4,0.0255,228.0,108.0,8.94,13.6,33.8,133.0,1.15,,,
2025-04-26 11:00:00+05:30,0.807,17.0,0.0247,220.0,104.0,5.12,10.1,35.4,113.0,1.08,,,
2025-04-26 12:00:00+05:30,0.722,17.7,0.0276,194.0,92.2,2.16,8.9,36.9,248.0,1.25,,,
2025-04-26 13:00:00+05:30,0.725,17.2,0.0241,154.0,74.2,0.788,7.89,38.1,86.5,0.583,,,
2025-04-26 14:00:00+05:30,0.709,20.0,0.0399,122.0,59.8,0.58,7.37,37.9,306.0,1.71,,,
2025-04-26 15:00:00+05:30,0.72,21.1,0.0444,101.0,50.4,0.853,7.94,37.4,290.0,1.85,,,
2025-04-26 16:00:00+05:30,0.706,17.3,0.0233,85.5,43.5,1.19,7.37,37.1,332.0,1.75,,,
2025-04-26 17:00:00+05:30,0.739,16.9,0.0226,82.0,41.9,2.33,7.06,36.1,341.0,1.76,,,
2025-04-26 18:00:00+05:30,0.649,19.8,0.039,209.0,99.2,5.01,6.98,34.5,93.4,1.53,,,
2025-04-26 19:00:00+05:30,0.821,18.7,0.0325,234.0,110.0,6.62,6.77,33.4,331.0,1.41,,,
2025-04-26 20:00:00+05:30,0.837,16.7,0.0213,177.0,84.6,8.05,8.41,32.7,329.0,1.46,,,
2025-04-26 21:00:00+05:30,0.877,19.3,0.0309,175.0,83.9,9.54,8.04,32.2,330.0,1.32,,,
2025-04-26 22:00:00+05:30,0.88,24.1,0.0379,195.0,93.0,10.9,8.16,31.7,341.0,1.07,,,
2025-04-26 23:00:00+05:30,0.87,19.5,0.0284,200.0,95.1,9.6,8.58,32.1,191.0,1.16,,,
2025-04-27 00:00:00+05:30,0.908,16.6,0.0185,196.0,93.3,10.2,7.91,31.8,14.9,0.94,,,
2025-04-27 01:00:00+05:30,0.723,20.3,0.0411,106.0,52.5,12.0,7.67,30.7,31.6,1.1,,,
2025-04-27 02:00:00+05:30,0.746,18.2,0.0305,125.0,61.1,13.0,7.32,30.4,103.0,0.815,,,
2025-04-27 03:00:00+05:30,0.746,19.7,0.0298,145.0,70.0,16.9,8.04,29.1,229.0,0.748,,,
2025-04-27 04:00:00+05:30,0.741,18.7,0.0318,143.0,69.1,21.1,7.96,27.7,173.0,0.687,,,
2025-04-27 05:00:00+05:30,0.747,17.7,0.0288,140.0,68.0,15.3,8.19,28.9,178.0,0.73,,,
2025-04-27 06:00:00+05:30,0.675,17.5,0.0298,170.0,81.4,14.5,8.76,28.8,199.0,0.78,,,
2025-04-27 07:00:00+05:30,0.691,18.6,0.0316,219.0,104.0,16.0,9.68,28.8,272.0,0.975,,,
2025-04-27 08:00:00+05:30,0.686,20.8,0.0391,253.0,119.0,16.8,9.81,29.5,316.0,1.73,,,
2025-04-27 09:00:00+05:30,0.695,19.9,0.036,284.0,133.0,13.7,10.1,31.2,202.0,1.2,,,
2025-04-27 10:00:00+05:30,0.692,17.7,0.0287,307.0,143.0,10.4,9.19,32.8,42.8,0.998,,,
2025-04-27 11:00:00+05:30,0.689,17.9,0.0299,283.0,132.0,10.1,8.92,32.9,28.6,0.835,,,
2025-04-27 12:00:00+05:30,0.648,17.6,0.0261,270.0,127.0,6.96,9.04,35.0,336.0,1.12,,,
2025-04-27 13:00:00+05:30,0.643,18.8,0.0333,265.0,124.0,5.41,8.51,35.9,252.0,1.29,,,
2025-04-27 14:00:00+05:30,0.632,18.0,0.0272,234.0,110.0,3.18,7.82,36.7,316.0,1.75,,,
2025-04-27 15:00:00+05:30,0.639,18.2,0.0319,183.0,87.3,1.82,7.24,37.4,165.0,1.03,,,
2025-04-27 16:00:00+05:30,0.64,18.5,0.0306,138.0,67.0,2.31,7.01,37.1,163.0,1.2,,,
2025-04-27 17:00:00+05:30,0.626,20.5,0.0402,112.0,55.3,1.93,6.78,37.0,88.9,0.955,,,
2025-04-27 18:00:00+05:30,0.573,18.3,0.0299,119.0,58.6,11.6,6.68,34.2,38.2,0.445,,,
2025-04-27 19:00:00+05:30,0.667,18.1,0.0273,159.0,76.7,23.2,7.92,30.1,39.7,0.763,,,
2025-04-27 20:00:00+05:30,0.686,18.9,0.0317,179.0,85.5,23.9,9.65,28.7,83.2,0.585,,,
2025-04-27 21:00:00+05:30,0.693,18.8,0.0306,182.0,86.8,17.2,9.79,29.9,290.0,1.2,,,
2025-04-27 22:00:00+05:30,0.674,18.6,0.0302,199.0,94.3,12.7,10.2,31.2,288.0,1.74,,,
2025-04-27 23:00:00+05:30,0.688,18.2,0.0303,199.0,93.9,16.6,8.94,29.2,223.0,0.46,,,
2025-04-28 00:00:00+05:30,0.702,19.2,0.0357,192.0,91.4,17.7,9.17,29.4,148.0,1.76,,,
